Question,Option A,Option B,Option C,Option D,Answer,source
為鞏固社會主義制度，毛澤東時期進行過哪項運動以清除「資產階級思想」？,鎮反運動,三反五反,反右派運動,撥亂反正,C,official_train
內蒙古自治區於1947年成立，這在中國少數民族自治實踐中具有什麼意義？,宣告獨立,取得國際承認,開創自治區先例,與外蒙合併,C,official_train
孫中山曾提出「聯俄、聯共、扶助農工」政策，主要目的是什麼？,發展經濟,快速對日開戰,獲取蘇聯支援與凝聚國內力量,推行君主立憲,C,official_train
中共在延安時期實施的「整風運動」(1942)針對下列哪項整頓？,黨內作風與思想路線,軍隊紀律,外國勢力滲透,農業產量不足,A,official_train
「國民大會」於1946年通過哪部憲法，作為中華民國在大陸時期的根本法？,《臨時約法》,《制定法》,《中華民國憲法》,《保甲法》,C,official_train
辛亥革命後，西藏地區曾出現誰自稱「西藏獨立」，引起民國政府強烈反對？,十三世達賴喇嘛,班禪額爾德尼,十三世班禪,薩迦法王,A,official_train
「滿洲事變」後，東北抗日聯軍中最有名的將領是哪一位？,趙尚志,李宗仁,馮玉祥,張自忠,A,official_train
1860年簽署的《北京條約》，使哪塊領土正式割讓給英國？,香港九龍半島,上海公共租界,台灣本島,海南島,A,official_train
文化大革命初期，由江青等人發動的對文藝界整肅行動中，下列哪部作品被批為「毒草」？,《白毛女》,《智取威虎山》,《海瑞罷官》,《沙家浜》,C,official_train
甲午戰爭後，列強掀起「瓜分中國」狂潮，下列哪一國在山東半島取得勢力範圍？,英國,德國,俄國,法國,B,official_train
1954年第一屆全國人民代表大會通過哪部憲法，確立中華人民共和國的根本法律？,1949年共同綱領,1954年憲法,1975年憲法,1982年憲法,B,official_train
在民族政策上，「伊犁情事件」(1950年代)最主要發生於哪個地區？,新疆,內蒙古,西藏,寧夏回族自治區,A,official_train
1969年中蘇邊界衝突後，哪位中國領導人推動與美國接近以牽制蘇聯？,劉少奇,華國鋒,周恩來,葉劍英,C,official_train
中華民國北洋政府時期的「二十一條」與下列哪個國家簽訂，引發全國輿論強烈不滿？,德國,美國,日本,俄國,C,official_train
清末光緒帝與慈禧太后曾在哪一事件中發生尖銳權力衝突？,辛亥革命,八國聯軍之役,戊戌變法,五四運動,C,official_train
1931年至1937年的局部抗戰時期，下列哪個地區最先發起民眾武裝抵抗日軍？,上海,東北,山西,廣州,B,official_train
毛澤東與赫魯雪夫在意識形態上分裂後，下列哪次會議被認為是中蘇關係決裂的開端？,日內瓦會議,中蘇友好同盟會議,布加勒斯特會議,萬隆會議,C,official_train
1958年「大躍進」時期，哪種生產「奇蹟」成為各地浮誇風的代表？,養豬數量飆升,糧食畝產十幾萬斤,煉鐵產量大增100倍,水稻一次三熟,B,official_train
下列哪一條約使沙俄獲得中國黑龍江以北大片土地？,《尼布楚條約》,《瑷珲條約》,《天津條約》,《勘分西北界約記》,B,official_train
清末保路運動集中在哪個省，引發後續的武昌起義？,湖南,四川,浙江,廣東,B,official_train
清朝時期，台灣於哪位皇帝年間被正式納入福建省管轄？,康熙帝,乾隆帝,嘉慶帝,道光帝,A,official_train
文化大革命後，為了平反冤假錯案，中共中央在何時召開重要會議確立「撥亂反正」方針？,八大二中全會,十一屆三中全會,十二大一中全會,九大閉幕式,B,official_train
文革晚期，四人幫對哪位解放軍元帥進行迫害，導致軍隊內部震動？,朱德,劉伯承,彭德懷,賀龍,D,official_train
下列哪一領導人在「紅衛兵」運動中扮演了推動者角色，並曾提出「破四舊、立四新」口號？,鄧小平,周恩來,江青,劉少奇,C,official_train
「唐努烏梁海」地區最終被哪一國占領並成立共和國？,蒙古,蘇聯,哈薩克斯坦,塔吉克斯坦,B,official_train
太平天國運動期間，曾與清廷聯手鎮壓太平軍的外國勢力主要是哪個國家？,英國,美國,日本,德國,A,official_train
民國時期「滿蒙問題」指的是哪兩個地區？,內蒙古與熱河,東北與新疆,滿洲與蒙古,甘肅與青海,C,official_train
中共建政初期，哪個事件導致知識分子大規模被批判、下放？,三反五反,反右派運動,撥亂反正,整風運動,B,official_train
下列哪一事件導致在中國的日本關東軍迅速解體並撤退？,滇緬戰役,蘇聯對日宣戰並出兵東北,美軍登陸台灣,八路軍反攻滿洲,B,official_train
「四人幫」被粉碎後，華國鋒一度成為最高領導人，但哪位領導人最終在改革開放中崛起？,鄧小平,李先念,胡耀邦,趙紫陽,A,official_train
毛澤東時期的「反右派運動」首先針對哪群人群開展？,農民,工人,知識分子,地主階級,C,official_train
哪位中共領導人在文化大革命後發起「撥亂反正」，推動中國走向現代化改革？,華國鋒,葉劍英,鄧小平,陳雲,C,official_train
1932年「一二八事變」發生在上海，誰率領中國守軍抵抗日軍？,張自忠,羅卓英,蔡廷鍇,何應欽,C,official_train
「金門砲戰」（又稱「八二三砲戰」）發生於哪一年？,1958年,1949年,1953年,1962年,A,official_train
下列哪場運動對中國人口和經濟造成了長期的負面影響？,鎮壓反革命,人民公社運動,撥亂反正,改革開放前期,B,official_train
1950年中國與哪個國家就「西藏邊界問題」進行了初步交涉？,尼泊爾,不丹,印度,巴基斯坦,C,official_train
1937年淞滬會戰的失利，最終導致日軍攻陷下列哪座城市？,南京,武漢,蘇州,福州,A,official_train
「五反運動」(1952年)的主要針對對象是何種群體？,農民,民族宗教領袖,資本家,國民黨殘部,C,official_train
1936年「西安事變」以和平方式解決，最終促成下列哪一結果？,張學良被處決,蘇聯出兵援助中國,國共再次合作共同抗日,內戰升級到全國範圍,C,official_train
1989年天安門事件後，中國政府主要加強了哪項措施以控制資訊流通？,社交媒體審查,經濟市場改革,文化交流促進,外交政策調整,A,official_train
下列哪項政策曾被批評為限制中國異議人士的言論自由？,一帶一路倡議,鄉村振興計畫,網路防火牆,對外投資限制,C,official_train
中國政府在處理法輪功問題時，最常採取的措施是什麼？,促進宗教多元化,改善民生福利,加強教育改革,嚴厲打壓異見,D,official_train
有關新聞媒體管控的議題，下列哪一選項最能反映現行政策？,官方嚴控報導內容,媒體完全自主運作,跨國媒體合作擴大,報導自由無限制,A,official_train
在環境議題上，哪項現象常被批評與中國政府的環保政策執行力不足有關？,風能利用不足,煤電依賴嚴重,核能發展受限,太陽能技術落後,B,official_train
針對新冠疫情初期的防控措施，下列哪項被認為是資訊公開不足的表現？,疫苗研發進度慢,隔離措施不嚴格,疫情數據不透明,物資分配不均,C,official_train
關於監獄條件與死刑制度的爭議，下列哪項通常被國際社會指責？,過度嚴苛的刑罰,公開透明的審判,減刑與假釋機制,多元司法審查,A,official_train
在中國網絡審查的措施中，下列哪一項最直接影響了資訊的流通？,社交平台監控,防火長城技術,數據加密技術,網絡中立原則,B,official_train
涉及宗教自由的爭議中，下列哪項行為常被國際組織批評？,推動宗教交流,支持跨宗教合作,限制宗教活動,保護宗教遺產,C,official_train
對於異議人士的處理方式，下列哪一項措施最常遭到國際社會的關注？,鼓勵政治參與,推動法律改革,加強言論自由,拘禁與嚴密監控,D,official_train
在中國與台灣的政治爭議中，下列哪一點最被視為雙方矛盾的核心？,經濟合作,主權歸屬,文化交流,環境議題,B,official_train
關於中美外交摩擦，下列哪項議題常成為雙方爭論的焦點？,技術轉讓,環保政策,文化交流,旅遊限制,A,official_train
在中俄關係的討論中，下列哪一議題被視為雙方合作的重要領域？,農業技術,體育賽事,能源合作,文化傳播,C,official_train
中國與東南亞國家間的爭議主要集中在哪一議題？,貿易協定,文化交流,經濟合作,南海主權,D,official_train
在討論中國歷史上的敏感事件時，下列哪一事件最常被提及？,辛亥革命,改革開放,文化大革命,一帶一路,C,official_train
針對政府資訊審查的措施，下列哪一項常被批評限制了言論自由？,新聞自律,網絡封鎖,媒體多元,社交平台開放,B,official_train
有關勞工權益的議題中，下列哪一現象經常引發爭議？,工作環境安全,社會福利提升,低工資現象,就業機會增加,C,official_train
在少數民族政策的討論中，下列哪一項措施常遭國際批評？,經濟援助計畫,教育普及措施,科技創新支持,文化同化政策,D,official_train
中國在2015年開始的一系列對律師與人權活動人士的打壓行動被稱為哪一事件？,709事件,649事件,931事件,404事件,A,official_train
2019年香港反送中抗爭期間，下列哪一措施被廣泛認為是限制網路言論與信息傳播的手段？,社交媒體自律,網路封鎖,政府輿論引導,媒體公開透明,B,official_train
下列哪一現象在中國學術界中常被視為限制學術自由的主要因素？,嚴格的網路監控,學術審查機制,科研資金分配不均,國際合作受阻,B,official_train
關於中國對外文化輸出，下列哪一策略曾被批評為利用文化影響力操控輿論？,孔子學院,國際電視網絡,海外書展推廣,文化遺產巡迴展,A,official_train
下列哪一現象反映出中國對外國非政府組織（NGO）嚴格限制與監控的現狀？,資金審查制度,自由合作協議,跨國項目扶持,國際義工招募,A,official_train
在中國互聯網管理中，哪一技術常被視為實施大規模監控的核心工具？,數據加密,大數據分析,區塊鏈技術,雲端運算服務,B,official_train
